,title,description,job_level,languages,assessment_length,downloads,url,test_type
83,General Entry Level - All Industries 7.0 Solution,our general entry level all industries 70 solution is designed for entrylevel positions across industries this solution predicts the following types of behaviors foundational to all jobs being ontime to work following rules and policies treating others respectfully producing quality work meeting goals and effectively working alongside others solution can be used across all industries with entrylevel positions example titles include but are not limited to administrator clerk veterinary assistant stocker dish washer office coordinator tour guide cook assistant housekeeper waste collector,entrylevel,english usa english international french canada latin american spanish,19,"[{'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/General Entry Level All Industries Candidate Detailed Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/General Entry Level All Industries Candidate Development Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/General Entry Level All Industries Candidate Interview Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/GeneralEntryLevel_AllIndustries_InterviewReport.pdf', 'language': 'Multi-language'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/GeneralEntryLevel_AllIndustries_DevelopmentReport.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Gen Entry Level – All Industries_Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/GeneralEntryLevel_AllIndustries_DetailedReport.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,b
84,Workplace Administration Skills (New),multichoice test that measures the ability to organize ones workplace properly maintain data perform simple tasks on the computer and resolve administrative issues,manager midprofessional professional individual contributor supervisor,english usa,12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Workplace Administration Skills (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,k
85,Senior Insurance Agent Solution,the senior insurance agent solution is for seniorlevel professional positions in the insurance industry that sell a portfolio of insurance products including property casualty automotive health and life sample tasks for this position include but are not limited to calling on policyholders to deliver and explain policies or suggest additions or changes calculating premiums customizing insurance programs to suit individual customers ensuring policy requirements are fulfilled and conferring with clients to obtain and provide information when claims are made on a policy potential job titles that use this solution are insurance senior sales professional senior producer insurance sales agent and insurance agent multiple configurations of this solution are available,professional individual contributor,english usa,44,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_ Senior Insurance Agent One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/,a b p
86,Restaurant Supervisor Solution,the restaurant supervisor solution is designed for management level positions in the hospitality industry sample tasks include serving as a staff resource setting schedules and monitoring daily operations the solution is focused on solving problems making good decisions and maintaining focus on the customer potential job titles that use this solution are restaurant supervisor and restaurant staff supervisor multiple configurations of this solution are available,front line manager manager supervisor,english usa,53,"[{'name': 'Fact Sheet Hospitality Suite Restaurant Supervisor One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Restaurant Supervisor One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/restaurant-supervisor-solution/,a b p
87,Professional + 7.0 Solution,our professional 70 solution is designed for all nonmanagerial professional individual contributor positions and includes shls new innovative mobilefirst ability assessment verify interactive deductive reasoning sample tasks for these jobs include but are not limited to gathering requirements analyzing data managing projects producing products or services report language availability english usa,midprofessional professional individual contributor,english international english usa,51,"[{'name': 'Professional + 7.0 Detailed Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0 Detailed Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Professional + 7.0 Development Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0 Development Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Professional + 7.0 Interview Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0 Interview Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/ProfessionalPlus_7.0_FactSheet(USE).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/,a b c
88,Bank Collections Agent - Short Form,this solution is for entrylevel collections positions in an inbound or outbound call center environment in a financial setting candidates answer multiple choice questions to measure achievement orientation dependability collector numerical skills revenue recovery customer focus and persistence and planfulness there are multiple configurations and versions of this solution available,entrylevel,english usa,45,"[{'name': 'Fact Sheet Bank Collections Agent One Sitting', 'url': 'https://service.shl.com/docs/Fact Sheet Bank Collections Agent One Sitting.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,a b p
89,Sales Representative Solution,the sales representative solution is for entrylevel sales positions in which employees proactively sell products to customers and have their pay andor performance based on sales revenue sample tasks for these jobs include but are not limited to promoting products to customers persuading customers to buy products and completing a transaction with a customer potential job titles that use this solution are sales representative sales associate and sales clerk multiple configurations of this solution are available,entrylevel,english usa,29,"[{'name': 'Fact Sheet Sales Representative One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Sales Representative One Sitting _USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,a b p
90,Financial Professional - Short Form,this solution is for midlevel financial institution positions that require series 67 certification candidates answer multiple choice questions to measure financial professional aptitude learning potential achievement orientation conscientiousness persistence and planfulness self leadership interpersonal leadership sales focus and customer focus,midprofessional professional individual contributor,english usa,35,"[{'name': 'Fact Sheet Financial Professional One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Financial Professional One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/financial-professional-short-form/,a b p
91,Prep/Line Cook Solution,the prepline cook solution is for entrylevel food preparation positions in the hospitality industry sample tasks include preparing ingredients and final food items for consumption the solution is focused on work ethic and performing quality work with no direct customer contact or sales requirements potential job titles that use this solution are cook line cook food preparer prep cook and chef multiple configurations of this solution are available,entrylevel,english usa,24,"[{'name': 'Fact Sheet Hospitality Suite Prep Line Cook One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Prep Line Cook One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/prepline-cook-solution/,a b p
92,Manager + 7.1 (International),our manager 71 solution is designed for candidates applying to entrylevel leadership positions who tend to supervise salaried employees and includes shls new innovative mobilefirst ability assessment verify interactive deductive reasoning sample tasks for these jobs include but are not limited to planning projects with subordinates collaborating with senior managers on developing new methods and procedures coaching employees on performancerelated issues developing employees skills coordinating activities with other managers to accomplish organizational goals setting and meeting department goals prioritizing multiple tasks and priorities making selected strategic and daytoday decisions and solving employees and customers problems report language availability english usa canadian french brazilian portuguese danish dutch finnish italian norwegian swedish important please note that you will need to select the correct package depending on which norm you intend to use the package available for this product is americas and international,director executive front line manager manager,french canada dutch finnish norwegian swedish portuguese brazil danish english usa italian,63,"[{'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_Danish.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Danish.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_DANISH.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_DUTCH.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_FIN.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_FINNISH.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_ITALIAN.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Italian.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_ITALIAN.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_SWEDISH.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_BRA.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_BRA.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_BRA.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/manager-7-1-%28international%29/,b c p
